time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-02-09,36.1764,35.7977,10.0,4.2,mb,35.0,77.0,1.468,0.9,us,us6000jpkt,2023-04-15T21:40:11.040Z,"21 km W of Uzunba?, Turkey",earthquake,5.54,1.886,0.215,6.0,reviewed,us,us
2023-02-09,38.0264,36.6096,10.0,4.1,mb,22.0,81.0,0.409,1.16,us,us6000jpku,2023-04-15T21:40:11.040Z,"9 km E of Göksun, Turkey",earthquake,3.12,1.925,0.524,1.0,reviewed,us,us
2023-02-09,38.0799,36.5452,8.987,4.2,mb,24.0,109.0,0.342,0.45,us,us6000jpk6,2023-04-15T21:40:11.040Z,Central Turkey,earthquake,2.27,1.238,0.215,6.0,reviewed,us,us
2023-02-09,37.9544,37.7834,10.0,4.1,mb,22.0,80.0,0.832,0.63,us,us6000jpkf,2023-04-15T21:40:11.040Z,"16 km SSW of Do?an?ehir, Turkey",earthquake,3.1,1.664,0.369,2.0,reviewed,us,us
2023-02-09,38.3957,39.284,14.83,4.2,mb,24.0,69.0,1.021,0.65,us,us6000jmlx,2023-04-15T21:39:49.040Z,"5 km SSW of Sivrice, Turkey",earthquake,4.4,5.818,0.236,5.0,reviewed,us,us
2023-02-09,37.1694,36.8496,10.0,4.2,mb,49.0,84.0,0.288,0.5,us,us6000jmvn,2023-04-15T21:39:52.040Z,"10 km E of Nurda??, Turkey",earthquake,1.63,1.935,0.14,14.0,reviewed,us,us
2023-02-09,37.9889,38.5654,13.975,4.3,mb,30.0,122.0,1.351,0.69,us,us6000jmmz,2023-04-15T21:39:49.040Z,"6 km SW of Sincik, Turkey",earthquake,4.23,5.361,0.238,5.0,reviewed,us,us
2023-02-09,36.9611,36.6603,8.379,4.6,mwr,82.0,39.0,0.487,0.56,us,us6000jmnp,2023-04-15T21:39:50.040Z,Turkey-Syria border region,earthquake,3.73,4.158,0.056,31.0,reviewed,us,us
2023-02-09,37.8752,37.6589,14.944,4.1,mb,43.0,45.0,0.706,0.65,us,us6000jpk4,2024-01-18T19:20:19.926Z,"10 km N of G?lba??, Turkey",earthquake,4.18,1.411,0.14,19.0,reviewed,us,us
2023-02-09,37.8831,37.7147,8.154,4.5,mb,59.0,84.0,0.815,0.83,us,us6000jmma,2023-04-15T21:39:49.040Z,"13 km NNE of Gölba??, Turkey",earthquake,4.23,3.919,0.118,21.0,reviewed,us,us
2023-02-09,36.8136,36.4252,10.0,4.3,mb,23.0,154.0,0.723,1.05,us,us6000jmmw,2023-04-15T21:39:49.040Z,"8 km W of Hassa, Turkey",earthquake,4.53,1.812,0.266,4.0,reviewed,us,us
2023-02-09,38.4984,40.4216,8.839,4.4,mb,65.0,31.0,1.216,0.66,us,us6000jmm7,2023-04-15T21:39:49.040Z,"10 km NNE of Hani, Turkey",earthquake,3.53,4.661,0.11,24.0,reviewed,us,us
2023-02-09,37.9616,36.3641,10.0,4.3,mb,35.0,52.0,0.381,0.66,us,us6000jpjv,2023-04-15T21:40:10.040Z,"13 km WSW of Göksun, Turkey",earthquake,2.46,1.643,0.266,4.0,reviewed,us,us
2023-02-09,38.0951,38.4712,15.955,4.3,mb,28.0,115.0,1.361,0.55,us,us6000jmn4,2023-04-15T21:39:50.040Z,"14 km WNW of Sincik, Turkey",earthquake,3.81,6.128,0.266,4.0,reviewed,us,us
2023-02-09,38.0679,36.6086,8.594,4.4,mb,37.0,50.0,0.371,0.52,us,us6000jpjz,2023-04-15T21:40:11.040Z,"11 km ENE of Göksun, Turkey",earthquake,3.33,5.563,0.178,9.0,reviewed,us,us
2023-02-09,38.1849,38.1997,15.513,4.3,mb,46.0,71.0,0.891,0.44,us,us6000jmnc,2023-04-15T21:39:50.040Z,"12 km SSW of Ye?ilyurt, Turkey",earthquake,4.68,2.262,0.161,15.0,reviewed,us,us
2023-02-08,38.2135,38.1703,10.0,4.0,mb,34.0,70.0,0.928,0.66,us,us6000jmll,2023-04-15T21:39:49.040Z,"11 km SW of Ye?ilyurt, Turkey",earthquake,3.65,1.943,0.164,10.0,reviewed,us,us
2023-02-08,38.8457,37.2766,10.0,4.1,mb,37.0,46.0,0.802,0.54,us,us6000jmgm,2023-04-15T21:39:47.040Z,Central Turkey,earthquake,3.51,1.936,0.185,8.0,reviewed,us,us
2023-02-08,38.512,40.4236,13.017,4.2,mb,26.0,63.0,1.229,0.8,us,us6000jpd8,2023-04-15T21:40:09.040Z,"12 km NNE of Hani, Turkey",earthquake,2.66,5.463,0.235,5.0,reviewed,us,us
2023-02-08,38.1972,38.1247,10.0,4.5,mb,34.0,72.0,0.935,0.81,us,us6000jmkh,2023-04-15T21:39:48.040Z,"15 km SW of Ye?ilyurt, Turkey",earthquake,2.5,1.932,0.27,4.0,reviewed,us,us
2023-02-08,36.3313,36.0996,10.0,4.2,mb,47.0,77.0,1.224,0.87,us,us6000jmk7,2023-04-15T21:39:48.040Z,Turkey-Syria border region,earthquake,4.63,1.892,0.159,11.0,reviewed,us,us
2023-02-08,38.0531,36.5409,10.0,4.5,mb,32.0,40.0,0.366,1.04,us,us6000jmk0,2023-04-15T21:39:48.040Z,"5 km NE of Göksun, Turkey",earthquake,3.57,1.883,0.27,4.0,reviewed,us,us
2023-02-08,37.5096,37.116,10.0,4.4,mb,30.0,66.0,0.172,0.78,us,us6000jpcx,2023-04-15T21:40:09.040Z,"16 km W of Pazarc?k, Turkey",earthquake,2.31,1.925,0.203,7.0,reviewed,us,us
2023-02-08,38.0802,36.8835,10.0,4.0,mb,24.0,76.0,0.491,0.64,us,us6000jpdb,2023-04-15T21:40:10.040Z,"18 km S of Af?in, Turkey",earthquake,2.73,1.974,0.232,5.0,reviewed,us,us
2023-02-08,38.0244,37.1589,10.0,4.4,mb,53.0,53.0,0.557,0.88,us,us6000jmja,2023-04-15T21:39:48.040Z,"4 km SSW of Ekinözü, Turkey",earthquake,2.5,1.858,0.114,22.0,reviewed,us,us
2023-02-08,38.0391,36.953,10.0,4.3,mb,62.0,45.0,0.535,0.74,us,us6000jmhk,2023-04-15T21:39:48.040Z,Central Turkey,earthquake,3.09,0.971,0.1,28.0,reviewed,us,us
2023-02-08,38.0396,38.5055,16.116,4.3,mb,92.0,37.0,0.648,0.41,us,us6000jmhi,2023-04-15T21:39:48.040Z,eastern Turkey,earthquake,3.74,4.158,0.096,33.0,reviewed,us,us
2023-02-08,38.0953,36.6525,11.674,4.4,mb,96.0,36.0,0.362,0.59,us,us6000jmhg,2023-04-15T21:39:48.040Z,"15 km ENE of Göksun, Turkey",earthquake,3.14,4.428,0.087,38.0,reviewed,us,us
2023-02-08,37.9963,37.4325,5.398,5.1,mww,188.0,55.0,0.647,0.55,us,us6000jmh3,2023-04-15T21:39:47.040Z,"3 km N of Nurhak, Turkey",earthquake,3.81,3.653,0.083,14.0,reviewed,us,us
2023-02-08,37.9312,38.2283,17.226,4.1,mb,32.0,45.0,0.679,0.38,us,us6000jmgv,2023-04-15T21:39:47.040Z,"10 km S of Çelikhan, Turkey",earthquake,2.65,5.034,0.198,7.0,reviewed,us,us
2023-02-08,39.7542,40.744,10.0,4.4,mb,50.0,32.0,0.325,0.76,us,us6000jmjj,2023-04-15T21:39:48.040Z,"18 km SSE of A?kale, Turkey",earthquake,4.72,1.644,0.131,17.0,reviewed,us,us
2023-02-08,37.8218,36.5994,1.576,4.3,mwr,61.0,47.0,0.314,0.69,us,us6000jmj3,2023-04-15T21:39:48.040Z,Central Turkey,earthquake,5.18,3.471,0.069,20.0,reviewed,us,us
2023-02-08,37.1601,36.6433,10.0,4.1,mb,17.0,89.0,0.401,0.32,us,us6000jpcg,2023-04-15T21:40:09.040Z,"7 km SE of Bahçe, Turkey",earthquake,1.89,1.953,0.369,2.0,reviewed,us,us
2023-02-08,36.2022,36.1959,10.0,4.5,mb,54.0,99.0,1.265,0.89,us,us6000jmfn,2023-04-15T21:39:46.040Z,"3 km E of Antakya, Turkey",earthquake,3.53,1.861,0.102,28.0,reviewed,us,us
2023-02-08,37.9389,37.6611,9.559,5.4,mww,155.0,44.0,0.743,0.66,us,us6000jmgf,2023-04-15T21:39:47.040Z,"17 km N of Gölba??, Turkey",earthquake,4.63,3.921,0.05,39.0,reviewed,us,us
2023-02-08,36.3259,36.2434,10.0,4.1,mb,30.0,107.0,1.147,0.92,us,us6000jpce,2023-04-15T21:40:08.040Z,"4 km SE of Serinyol, Turkey",earthquake,4.42,1.724,0.261,4.0,reviewed,us,us
2023-02-08,37.1554,37.0022,6.602,4.4,mwr,67.0,113.0,0.167,0.97,us,us6000jmg9,2023-04-15T21:39:47.040Z,"23 km E of Nurda??, Turkey",earthquake,4.22,4.353,0.093,11.0,reviewed,us,us
2023-02-08,38.0337,36.5009,10.0,4.4,mb,49.0,51.0,0.379,0.62,us,us6000jpcs,2023-04-15T21:40:09.040Z,"1 km NNE of Göksun, Turkey",earthquake,2.46,1.698,0.123,19.0,reviewed,us,us
2023-02-08,36.6565,36.5077,10.0,4.3,mb,35.0,137.0,0.762,0.48,us,us6000jpch,2024-01-18T19:19:53.259Z,"14 km SSW of A?a?? Karafak?l?, Turkey",earthquake,4.2,1.913,0.154,12.0,reviewed,us,us
2023-02-08,37.8795,37.7666,12.886,4.1,mwr,36.0,70.0,0.782,0.92,us,us6000jmg5,2023-04-15T21:39:47.040Z,"15 km NE of Gölba??, Turkey",earthquake,3.43,4.642,0.093,11.0,reviewed,us,us
2023-02-08,38.0061,36.4959,10.0,5.0,mww,102.0,27.0,0.405,0.99,us,us6000jmg1,2023-04-15T21:39:46.040Z,"1 km S of Göksun, Turkey",earthquake,4.37,1.782,0.054,33.0,reviewed,us,us
2023-02-08,38.0268,37.7704,10.0,4.1,mwr,33.0,82.0,0.864,0.8,us,us6000jmge,2023-04-15T21:39:47.040Z,"11 km SW of Do?an?ehir, Turkey",earthquake,4.67,1.961,0.08,15.0,reviewed,us,us
2023-02-08,36.7009,36.3794,10.0,4.4,mb,30.0,105.0,0.815,0.92,us,us6000jpcf,2023-04-15T21:40:08.040Z,"16 km ENE of Denizciler, Turkey",earthquake,4.23,1.92,0.24,5.0,reviewed,us,us
2023-02-08,38.0593,36.7087,10.0,4.2,mwr,61.0,46.0,0.416,1.29,us,us6000jmfk,2023-04-15T21:39:46.040Z,"19 km ENE of Göksun, Turkey",earthquake,3.18,1.028,0.071,19.0,reviewed,us,us
2023-02-08,37.1511,36.671,10.0,4.3,mb,31.0,111.0,0.398,0.51,us,us6000jmer,2023-04-15T21:39:46.040Z,"6 km WSW of Nurda??, Turkey",earthquake,2.86,1.904,0.153,12.0,reviewed,us,us
2023-02-08,37.8759,38.1193,10.0,4.3,mb,63.0,80.0,1.008,0.58,us,us6000jmem,2023-04-15T21:39:46.040Z,"18 km NW of Ad?yaman, Turkey",earthquake,4.44,1.836,0.119,20.0,reviewed,us,us
2023-02-08,38.0835,37.1939,14.197,4.1,mb,33.0,63.0,0.622,0.44,us,us6000jme5,2023-04-15T21:39:45.040Z,"2 km NNE of Ekinözü, Turkey",earthquake,4.06,5.32,0.174,9.0,reviewed,us,us
2023-02-08,37.9367,37.6179,3.53,4.5,mwr,79.0,79.0,0.714,0.72,us,us6000jmgg,2023-04-15T21:39:47.040Z,Central Turkey,earthquake,4.88,4.816,0.08,15.0,reviewed,us,us
2023-02-08,37.9558,38.313,10.0,4.4,mb,38.0,86.0,0.653,0.87,us,us6000jmfp,2023-04-15T21:39:46.040Z,"10 km SE of Çelikhan, Turkey",earthquake,4.58,1.922,0.178,9.0,reviewed,us,us
2023-02-07,38.5889,39.9722,10.0,4.6,mwr,127.0,23.0,1.424,0.62,us,us6000jmbq,2023-04-15T21:39:45.040Z,eastern Turkey,earthquake,2.81,1.807,0.048,42.0,reviewed,us,us
2023-02-07,38.0002,36.4438,8.524,4.2,mb,71.0,35.0,0.407,0.68,us,us6000jp4m,2023-04-15T21:40:07.040Z,"5 km WSW of Göksun, Turkey",earthquake,3.2,4.683,0.098,34.0,reviewed,us,us
2023-02-07,37.9358,36.6013,17.857,5.3,mww,165.0,26.0,0.409,0.61,us,us6000jmat,2023-04-15T21:39:45.040Z,Central Turkey,earthquake,4.64,2.021,0.093,11.0,reviewed,us,us
2023-02-07,37.8659,38.2929,26.793,4.4,mb,49.0,60.0,0.597,0.68,us,us6000jp5e,2023-04-15T21:40:08.040Z,"11 km N of Ad?yaman, Turkey",earthquake,4.21,4.996,0.138,17.0,reviewed,us,us
2023-02-07,37.9172,42.8093,3.523,4.4,mb,63.0,72.0,0.441,0.72,us,us6000jp50,2023-04-15T21:40:07.040Z,"14 km E of Gökbudak, Turkey",earthquake,2.9,4.318,0.092,39.0,reviewed,us,us
2023-02-07,38.0472,36.9204,13.0,4.4,mwr,96.0,42.0,0.535,0.72,us,us6000jmbj,2023-04-15T21:39:45.040Z,Central Turkey,earthquake,3.78,1.727,0.06,27.0,reviewed,us,us
2023-02-07,38.0663,36.5541,12.635,4.2,mb,56.0,45.0,0.357,0.58,us,us6000jp4v,2023-04-15T21:40:07.040Z,Central Turkey,earthquake,3.17,4.898,0.118,20.0,reviewed,us,us
2023-02-07,37.904,37.4957,3.541,4.7,mww,136.0,45.0,0.618,0.68,us,us6000jmc7,2023-04-15T21:39:45.040Z,Central Turkey,earthquake,5.34,3.849,0.075,17.0,reviewed,us,us
2023-02-07,37.4201,36.9564,12.635,4.1,mb,20.0,90.0,0.096,0.73,us,us6000jp4u,2024-01-18T19:19:42.261Z,"18 km S of Kahramanmara?, Turkey",earthquake,3.88,3.357,0.302,3.0,reviewed,us,us
2023-02-07,38.1471,36.3693,20.355,4.2,mb,45.0,53.0,0.263,0.43,us,us6000jp42,2023-04-15T21:40:06.040Z,"17 km NW of Göksun, Turkey",earthquake,3.73,1.655,0.118,22.0,reviewed,us,us
2023-02-07,36.0927,35.8637,10.0,4.5,mb,95.0,54.0,1.527,0.93,us,us6000jmdw,2023-04-15T21:39:45.040Z,Central Turkey,earthquake,5.53,1.873,0.064,71.0,reviewed,us,us
2023-02-07,38.0992,36.5507,6.069,4.2,mb,51.0,37.0,0.325,1.21,us,us6000jp4y,2023-04-15T21:40:07.040Z,"9 km NNE of Göksun, Turkey",earthquake,3.51,6.818,0.146,13.0,reviewed,us,us
2023-02-07,37.8896,37.6276,16.287,4.2,mb,32.0,102.0,0.79,0.97,us,us6000jmar,2023-04-15T21:39:44.040Z,Central Turkey,earthquake,3.95,4.841,0.141,15.0,reviewed,us,us
2023-02-07,37.9808,37.6619,3.759,4.4,mb,97.0,51.0,0.768,0.47,us,us6000jp4b,2023-04-15T21:40:07.040Z,"19 km E of Nurhak, Turkey",earthquake,4.92,3.872,0.069,62.0,reviewed,us,us
2023-02-07,36.0086,35.9967,10.0,4.2,mb,22.0,120.0,1.517,0.88,us,us6000jp56,2023-04-15T21:40:07.040Z,Central Turkey,earthquake,2.19,1.919,0.305,3.0,reviewed,us,us
2023-02-07,37.8906,36.6707,10.0,4.1,mwr,65.0,44.0,0.403,0.71,us,us6000jp48,2023-04-15T21:40:07.040Z,"21 km SE of Göksun, Turkey",earthquake,3.49,1.86,0.089,12.0,reviewed,us,us
2023-02-07,37.9939,36.4771,11.132,5.0,mww,138.0,22.0,0.415,0.61,us,us6000jm96,2023-04-15T21:39:44.040Z,"3 km SSW of Göksun, Turkey",earthquake,5.2,3.312,0.062,25.0,reviewed,us,us
2023-02-07,37.5226,37.1468,10.944,4.2,mb,65.0,47.0,0.197,0.49,us,us6000jp54,2023-04-15T21:40:07.040Z,"14 km WNW of Pazarc?k, Turkey",earthquake,5.6,3.328,0.082,43.0,reviewed,us,us
2023-02-07,36.0958,35.9441,10.0,4.6,mb,84.0,71.0,1.48,0.61,us,us6000jp45,2023-04-15T21:40:07.040Z,"9 km WSW of Uzunba?, Turkey",earthquake,5.14,1.865,0.091,36.0,reviewed,us,us
2023-02-07,37.8696,36.6642,8.656,4.5,mb,68.0,68.0,0.384,0.7,us,us6000jm7k,2023-04-15T21:39:43.040Z,Central Turkey,earthquake,6.72,5.002,0.083,44.0,reviewed,us,us
2023-02-07,38.0164,38.57,12.988,5.3,mww,204.0,29.0,0.608,0.54,us,us6000jm7f,2023-04-15T21:39:43.040Z,"4 km WSW of Sincik, Turkey",earthquake,5.21,3.31,0.065,23.0,reviewed,us,us
2023-02-07,37.8817,37.528,10.0,4.2,mwr,63.0,56.0,0.624,0.78,us,us6000jm71,2023-04-15T21:39:43.040Z,"11 km SE of Nurhak, Turkey",earthquake,5.01,1.877,0.083,14.0,reviewed,us,us
2023-02-07,36.0984,35.8449,10.0,4.5,mb,81.0,70.0,1.532,0.91,us,us6000jm84,2023-04-15T21:39:44.040Z,"17 km WSW of Uzunba?, Turkey",earthquake,4.45,1.802,0.084,41.0,reviewed,us,us
2023-02-07,37.3758,37.1447,10.0,4.7,mwr,126.0,34.0,0.21,0.64,us,us6000jm95,2023-04-15T21:39:44.040Z,"18 km SW of Pazarc?k, Turkey",earthquake,5.54,1.867,0.063,24.0,reviewed,us,us
2023-02-07,38.2171,38.263,15.409,4.5,mb,93.0,26.0,0.892,0.54,us,us6000jm7q,2023-04-15T21:39:43.040Z,"8 km S of Ye?ilyurt, Turkey",earthquake,3.77,4.057,0.071,59.0,reviewed,us,us
2023-02-07,38.0426,36.5803,10.0,4.4,mb,53.0,41.0,0.386,0.8,us,us6000jp4j,2023-04-15T21:40:07.040Z,"7 km ENE of Göksun, Turkey",earthquake,1.86,1.872,0.13,17.0,reviewed,us,us
2023-02-07,37.9421,37.323,17.033,4.1,mb,26.0,74.0,0.55,1.18,us,us6000jp57,2023-04-15T21:40:07.040Z,"10 km WSW of Nurhak, Turkey",earthquake,2.92,4.662,0.234,5.0,reviewed,us,us
2023-02-07,38.3061,38.1915,16.052,4.6,mb,120.0,42.0,0.997,0.38,us,us6000jm7h,2023-04-15T21:39:43.040Z,eastern Turkey,earthquake,4.51,3.721,0.058,91.0,reviewed,us,us
2023-02-07,35.9675,35.9849,10.0,4.7,mwr,109.0,47.0,1.555,0.88,us,us6000jm55,2023-04-15T21:39:42.040Z,"10 km NW of Yaylada??, Turkey",earthquake,5.33,1.839,0.068,21.0,reviewed,us,us
2023-02-07,38.0265,37.5093,10.0,4.1,mb,30.0,118.0,0.71,0.8,us,us6000jp53,2023-04-15T21:40:07.040Z,"9 km NE of Nurhak, Turkey",earthquake,3.75,1.925,0.214,6.0,reviewed,us,us
2023-02-07,37.3357,36.8762,7.505,4.2,mb,23.0,150.0,0.17,0.4,us,us6000jp3v,2023-04-15T21:40:06.040Z,"22 km NE of Nurda??, Turkey",earthquake,2.38,5.007,0.187,8.0,reviewed,us,us
2023-02-07,37.507,37.227,10.0,4.2,mwr,37.0,89.0,0.26,0.77,us,us6000jp3k,2023-04-15T21:40:06.040Z,"6 km WNW of Pazarc?k, Turkey",earthquake,4.34,1.836,0.069,20.0,reviewed,us,us
2023-02-07,36.5768,36.4539,10.0,4.3,mb,35.0,56.0,0.849,0.96,us,us6000jm6x,2023-04-15T21:39:43.040Z,"12 km NE of K?r?khan, Turkey",earthquake,4.98,1.912,0.217,6.0,reviewed,us,us
2023-02-07,36.8131,36.6306,10.0,4.4,mb,59.0,57.0,0.586,0.77,us,us6000jm5v,2023-04-15T21:39:42.040Z,"7 km ENE of A?a?? Karafak?l?, Turkey",earthquake,4.32,1.873,0.115,22.0,reviewed,us,us
2023-02-07,36.1531,36.3488,13.661,4.4,mwr,66.0,124.0,1.23,0.46,us,us6000jm63,2023-04-15T21:39:42.040Z,Turkey-Syria border region,earthquake,4.79,4.611,0.069,20.0,reviewed,us,us
2023-02-07,38.0668,38.1413,17.718,4.1,mb,31.0,65.0,0.825,0.38,us,us6000jp3w,2023-04-15T21:40:06.040Z,"9 km WNW of Çelikhan, Turkey",earthquake,4.45,4.852,0.145,13.0,reviewed,us,us
2023-02-07,38.0971,38.6398,9.063,5.4,mww,135.0,29.0,1.464,0.72,us,us6000jm6p,2023-04-15T21:39:43.040Z,"7 km NNE of Sincik, Turkey",earthquake,2.08,3.088,0.053,34.0,reviewed,us,us
2023-02-07,38.0342,36.455,6.359,4.5,mwr,55.0,44.0,0.374,0.49,us,us6000jm69,2023-04-15T21:39:42.040Z,"3 km WNW of Göksun, Turkey",earthquake,3.12,5.179,0.068,21.0,reviewed,us,us
2023-02-07,38.3144,37.5808,5.787,4.5,mwr,79.0,39.0,0.919,0.64,us,us6000jm6b,2023-04-15T21:39:42.040Z,"26 km SSE of Darende, Turkey",earthquake,3.17,4.163,0.069,20.0,reviewed,us,us
2023-02-07,38.0311,37.5813,16.18,4.4,mb,66.0,65.0,0.753,1.05,us,us6000jm6v,2024-01-18T19:19:28.823Z,"14 km ENE of Nurhak, Turkey",earthquake,2.98,4.552,0.127,18.0,reviewed,us,us
2023-02-07,36.8855,36.6006,10.0,4.2,mb,31.0,104.0,0.565,0.81,us,us6000jp49,2023-04-15T21:40:07.040Z,"12 km NE of Hassa, Turkey",earthquake,3.14,1.803,0.305,3.0,reviewed,us,us
2023-02-07,37.748,37.6323,10.0,4.3,mb,54.0,78.0,0.63,1.04,us,us6000jp3x,2023-04-15T21:40:06.040Z,"3 km S of Gölba??, Turkey",earthquake,1.3,1.913,0.147,13.0,reviewed,us,us
2023-02-07,36.2678,36.2151,10.0,4.3,mb,49.0,81.0,1.205,0.64,us,us6000jm5j,2023-04-15T21:39:42.040Z,"2 km SSE of Büyük Dalyan, Turkey",earthquake,2.6,1.863,0.133,16.0,reviewed,us,us
2023-02-07,37.7181,37.4217,10.0,4.1,mb,24.0,87.0,0.466,0.62,us,us6000jp3l,2023-04-15T21:40:06.040Z,Kahramanmaras Earthquake Sequence,earthquake,3.36,1.483,0.214,6.0,reviewed,us,us
2023-02-07,37.6089,37.3755,10.0,4.6,mb,42.0,99.0,0.392,0.56,us,us6000jp3y,2023-04-15T21:40:06.040Z,"15 km NNE of Pazarc?k, Turkey",earthquake,1.51,1.946,0.122,20.0,reviewed,us,us
2023-02-07,38.6041,37.5154,15.268,4.2,mb,36.0,64.0,1.328,0.64,us,us6000jm53,2023-04-15T21:39:42.040Z,"6 km N of Darende, Turkey",earthquake,4.04,5.081,0.167,10.0,reviewed,us,us
2023-02-07,37.8431,36.6148,10.0,4.2,mb,53.0,34.0,0.339,0.74,us,us6000jp3d,2023-04-15T21:40:06.040Z,"22 km SSE of Göksun, Turkey",earthquake,3.52,1.635,0.112,22.0,reviewed,us,us
2023-02-07,37.7639,37.7309,10.0,5.5,mww,136.0,45.0,0.722,0.58,us,us6000jm5e,2023-04-15T21:39:42.040Z,"8 km ESE of Gölba??, Turkey",earthquake,5.01,1.719,0.062,25.0,reviewed,us,us
2023-02-07,38.0152,36.5543,10.0,4.4,mb,31.0,56.0,0.406,0.55,us,us6000jp3g,2023-04-15T21:40:06.040Z,"5 km E of Göksun, Turkey",earthquake,3.9,1.9,0.169,10.0,reviewed,us,us
2023-02-07,37.4326,37.0521,10.0,4.4,mb,46.0,111.0,0.141,0.76,us,us6000jm4x,2023-04-15T21:39:41.040Z,"20 km SSE of Kahramanmara?, Turkey",earthquake,5.7,1.928,0.123,19.0,reviewed,us,us
2023-02-07,38.1372,38.537,15.974,4.3,mb,32.0,76.0,0.731,0.66,us,us6000jp3z,2023-04-15T21:40:06.040Z,"13 km NNW of Sincik, Turkey",earthquake,3.45,5.357,0.265,6.0,reviewed,us,us
2023-02-07,38.1044,36.9078,10.0,4.4,mb,41.0,45.0,0.961,0.75,us,us6000jm54,2023-04-15T21:39:42.040Z,"15 km S of Af?in, Turkey",earthquake,2.64,1.885,0.134,16.0,reviewed,us,us
2023-02-07,38.0387,36.5733,10.0,4.4,mb,63.0,48.0,0.388,0.38,us,us6000jm57,2023-04-15T21:39:42.040Z,"6 km ENE of Göksun, Turkey",earthquake,3.61,1.861,0.12,20.0,reviewed,us,us
2023-02-07,37.3373,37.1197,10.0,4.3,mb,24.0,76.0,0.18,0.65,us,us6000jm5a,2023-04-15T21:39:42.040Z,"23 km SW of Pazarc?k, Turkey",earthquake,3.71,1.643,0.178,9.0,reviewed,us,us
2023-02-07,38.0903,36.7693,10.0,4.2,mb,62.0,36.0,0.42,0.78,us,us6000jm4r,2023-04-15T21:39:41.040Z,"21 km SW of Af?in, Turkey",earthquake,2.41,1.897,0.121,19.0,reviewed,us,us
2023-02-07,37.917,37.6406,10.0,4.8,mwr,102.0,55.0,0.717,0.73,us,us6000jm5c,2023-04-18T21:46:04.040Z,"14 km N of Gölba??, Turkey",earthquake,4.88,1.854,0.057,30.0,reviewed,us,us
2023-02-07,38.0195,36.4624,10.0,4.3,mb,23.0,66.0,0.389,0.89,us,us6000jp3f,2023-04-15T21:40:06.040Z,"3 km W of Göksun, Turkey",earthquake,1.3,1.928,0.201,7.0,reviewed,us,us
2023-02-06,38.1918,38.1778,8.296,4.4,mwr,74.0,71.0,0.906,0.81,us,us6000jm3f,2023-04-15T21:39:41.040Z,eastern Turkey,earthquake,3.01,4.378,0.078,16.0,reviewed,us,us
2023-02-06,38.072,37.034,10.235,4.9,mwr,135.0,47.0,0.589,0.66,us,us6000jm30,2023-04-15T21:39:40.040Z,"13 km W of Ekinözü, Turkey",earthquake,4.77,3.056,0.052,35.0,reviewed,us,us
2023-02-06,38.032,36.5882,9.855,4.7,mwr,166.0,27.0,0.398,0.58,us,us6000jm3c,2023-04-15T21:39:40.040Z,"8 km E of Göksun, Turkey",earthquake,5.55,1.946,0.053,34.0,reviewed,us,us
2023-02-06,38.0814,36.8993,10.236,4.1,mb,33.0,67.0,0.499,0.67,us,us6000jnuw,2023-04-15T21:40:04.040Z,"18 km S of Af?in, Turkey",earthquake,2.75,6.787,0.165,10.0,reviewed,us,us
2023-02-06,38.0613,36.5637,13.174,4.2,mb,26.0,75.0,0.364,0.42,us,us6000jnv1,2023-04-15T21:40:04.040Z,"7 km NE of Göksun, Turkey",earthquake,2.3,1.306,0.199,7.0,reviewed,us,us
2023-02-06,37.9513,37.4756,5.481,4.2,mwr,62.0,68.0,0.638,0.73,us,us6000jm3l,2023-04-15T21:39:41.040Z,"3 km ESE of Nurhak, Turkey",earthquake,5.14,4.613,0.073,18.0,reviewed,us,us
2023-02-06,38.0473,36.4145,6.86,4.1,mwr,100.0,28.0,0.359,0.51,us,us6000jm3n,2023-04-15T21:39:41.040Z,"7 km WNW of Göksun, Turkey",earthquake,3.52,4.506,0.083,14.0,reviewed,us,us
2023-02-06,38.2106,38.2511,10.0,4.8,mwr,115.0,32.0,0.891,0.9,us,us6000jm2v,2023-04-15T21:39:40.040Z,"9 km S of Ye?ilyurt, Turkey",earthquake,4.01,1.805,0.083,14.0,reviewed,us,us
2023-02-06,37.9341,36.6247,11.221,4.0,mb,33.0,74.0,0.417,0.67,us,us6000jnv2,2023-04-15T21:40:04.040Z,"14 km SE of Göksun, Turkey",earthquake,2.31,5.325,0.15,12.0,reviewed,us,us
2023-02-06,37.9846,37.404,10.0,4.2,mwr,40.0,68.0,0.623,0.76,us,us6000jnv4,2023-04-15T21:40:04.040Z,"3 km NW of Nurhak, Turkey",earthquake,2.47,1.001,0.08,15.0,reviewed,us,us
2023-02-06,36.7444,36.4904,19.625,4.5,mb,80.0,68.0,0.717,0.78,us,us6000jm2x,2023-04-15T21:39:40.040Z,"6 km SSW of Hassa, Turkey",earthquake,4.85,4.269,0.076,50.0,reviewed,us,us
2023-02-06,37.2507,37.0859,10.0,5.3,mww,137.0,34.0,0.126,0.76,us,us6000jm2r,2023-04-15T21:39:40.040Z,"32 km SW of Pazarc?k, Turkey",earthquake,2.81,1.754,0.071,19.0,reviewed,us,us
